key,truth,prediction
783,"{'heading': '195', 'target': 'grey missile', 'tool': 'surface-to-air missiles'}","{'heading': '15', 'tool': 'Engage surface-to-air missiles', 'target': 'grey missile'}"
784,"{'heading': '150', 'target': 'green missile', 'tool': 'electromagnetic pulse'}","{'heading': '15', 'tool': 'Activate electromagnetic pulse', 'target': 'electromagnetic pulse'}"
785,"{'heading': '340', 'target': 'brown and orange fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '340', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles on brown and orange fighter plane'}"
786,"{'heading': '075', 'target': 'grey, orange, and brown drone', 'tool': 'drone catcher'}","{'heading': '075', 'tool': 'Control tower to turrets, deploy the drone catcher', 'target': 'Control tower to turrets'}"
787,"{'heading': '225', 'target': 'brown and white commercial aircraft', 'tool': 'EMP'}","{'heading': '225', 'tool': 'EMP', 'target': 'Over'}"
788,"{'heading': '060', 'target': 'grey fighter jet', 'tool': 'interceptor jets'}","{'heading': '060', 'tool': 'Engage', 'target': 'grey fighter jet'}"
789,"{'heading': '225', 'target': 'yellow, silver, and white commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '225', 'tool': 'interceptor jets', 'target': 'yellow, silver, and white commercial aircraft'}"
790,"{'heading': '045', 'target': 'black, brown, and blue helicopter', 'tool': 'EMP'}","{'heading': '045', 'tool': 'Engage', 'target': 'a black, brown, and blue helicopter'}"
791,"{'heading': '055', 'target': 'blue and silver drone', 'tool': 'electromagnetic pulse'}","{'heading': '055', 'tool': 'Deploy electromagnetic pulse', 'target': 'electromagnetic pulse'}"
792,"{'heading': '095', 'target': 'black, yellow, and brown light aircraft', 'tool': 'EMP'}","{'heading': '05', 'tool': 'EMP', 'target': 'black, yellow, and brown light aircraft'}"
793,"{'heading': '285', 'target': 'brown, green, and orange commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '285', 'tool': 'surface-to-air missiles', 'target': 'brown, green, and orange commercial aircraft'}"
794,"{'heading': '300', 'target': 'black and red fighter plane', 'tool': 'interceptor jets'}","{'heading': '300', 'tool': 'Deploy interceptor jets', 'target': 'black and red fighter plane'}"
795,"{'heading': '010', 'target': 'silver missile', 'tool': 'EMP'}","{'heading': '010', 'tool': 'Air defense turret', 'target': 'Air defense turret'}"
796,"{'heading': '265', 'target': 'orange helicopter', 'tool': 'machine gun'}","{'heading': '265', 'tool': 'machine gun', 'target': 'orange helicopter'}"
797,"{'heading': '240', 'target': 'black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '240', 'tool': '', 'target': 'black helicopter'}"
798,"{'heading': '325', 'target': 'green fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '325', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on green fighter jet'}"
799,"{'heading': '350', 'target': 'purple fighter plane', 'tool': 'interceptor jets'}","{'heading': '350', 'tool': '', 'target': 'air defense turrets'}"
800,"{'heading': '065', 'target': 'silver, red, and blue drone', 'tool': 'electromagnetic pulse'}","{'heading': '065', 'tool': 'Control tower to turrets, engage electromagnetic pulse', 'target': 'turrets'}"
801,"{'heading': '105', 'target': 'black and brown light aircraft', 'tool': 'anti-air artillery'}","{'heading': '105', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
802,"{'heading': '025', 'target': 'silver commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '025', 'tool': 'anti-air artillery', 'target': ''}"
803,"{'heading': '005', 'target': 'black helicopter', 'tool': 'EMP'}","{'heading': '005', 'tool': 'Deploy EMP', 'target': 'EMP. Black helicopter'}"
804,"{'heading': '245', 'target': 'yellow, grey, and orange missile', 'tool': 'machine gun'}","{'heading': '245', 'tool': 'deploy machine gun', 'target': 'turrets'}"
805,"{'heading': '050', 'target': 'purple, blue, and orange fighter jet', 'tool': 'anti-air artillery'}","{'heading': '050', 'tool': 'anti-air artillery', 'target': 'purple, blue, and orange fighter jet'}"
806,"{'heading': '170', 'target': 'orange, brown, and red helicopter', 'tool': 'EMP'}","{'heading': '170', 'tool': 'EMP', 'target': 'air defense turrets'}"
807,"{'heading': '330', 'target': 'white, purple, and red fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '330', 'tool': 'electromagnetic pulse', 'target': 'fighter plane'}"
808,"{'heading': '285', 'target': 'red, brown, and black fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '285', 'tool': '', 'target': 'Engage'}"
809,"{'heading': '055', 'target': 'yellow, orange, and green helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '055', 'tool': 'Engage', 'target': 'yellow, orange, and green helicopter'}"
810,"{'heading': '045', 'target': 'brown and blue light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '045', 'tool': 'Engage', 'target': 'brown and blue light aircraft'}"
811,"{'heading': '270', 'target': 'red camouflage missile', 'tool': 'EMP'}","{'heading': '270', 'tool': 'EMP', 'target': 'red camouflage missile'}"
812,"{'heading': '260', 'target': 'orange fighter plane', 'tool': 'anti-air artillery'}","{'heading': '260', 'tool': 'anti-air artillery', 'target': 'orange fighter plane'}"
813,"{'heading': '065', 'target': 'grey fighter plane', 'tool': 'EMP'}","{'heading': '065', 'tool': 'EMP', 'target': 'Control tower to all turrets, deploy EMP on grey fighter plane'}"
814,"{'heading': '305', 'target': 'brown and blue light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '305', 'tool': 'turrets', 'target': 'brown and blue light aircraft heading three zero five'}"
815,"{'heading': '020', 'target': 'silver helicopter', 'tool': 'EMP'}","{'heading': '020', 'tool': 'Deploy EMP', 'target': 'silver helicopter'}"
816,"{'heading': '340', 'target': 'grey light aircraft', 'tool': 'EMP'}","{'heading': '340', 'tool': 'Air defense turrets', 'target': 'Air defense turrets'}"
817,"{'heading': '015', 'target': 'blue, purple, and green fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'Fire at will', 'target': 'Air defense turret'}"
818,"{'heading': '205', 'target': 'black cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '205', 'tool': 'Control tower', 'target': 'black cargo aircraft'}"
819,"{'heading': '295', 'target': 'brown drone', 'tool': 'EMP'}","{'heading': '25', 'tool': 'Control tower to turrets, deploy EMP', 'target': 'brown drone'}"
820,"{'heading': '135', 'target': 'purple fighter plane', 'tool': 'anti-air artillery'}","{'heading': '135', 'tool': 'anti-air artillery', 'target': 'purple fighter plane'}"
821,"{'heading': '020', 'target': 'purple and grey drone', 'tool': 'machine gun'}","{'heading': '020', 'tool': 'Deploy machine gun', 'target': 'Engage target, purple and grey drone, heading zero two zero. Deploy machine gun'}"
822,"{'heading': '335', 'target': 'blue and black light aircraft', 'tool': 'EMP'}","{'heading': '335', 'tool': 'Deploy EMP', 'target': 'hostile blue and black light aircraft'}"
823,"{'heading': '200', 'target': 'white fighter jet', 'tool': 'anti-air artillery'}","{'heading': '200', 'tool': '', 'target': 'two zero zero'}"
824,"{'heading': '120', 'target': 'brown, orange, and white missile', 'tool': 'machine gun'}","{'heading': '120', 'tool': 'machine gun', 'target': 'brown, orange, and white missile'}"
825,"{'heading': '360', 'target': 'purple, blue, and brown drone', 'tool': 'anti-air artillery'}","{'heading': '360', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
826,"{'heading': '335', 'target': 'red and white drone', 'tool': 'anti-air artillery'}","{'heading': '335', 'tool': 'Control tower to air defense turrets, deploy anti-air artillery', 'target': 'red and white drone'}"
827,"{'heading': '335', 'target': 'yellow, white, and grey fighter plane', 'tool': 'interceptor jets'}","{'heading': '335', 'tool': 'Deploy interceptor jets', 'target': 'a yellow, white, and grey fighter plane'}"
828,"{'heading': '090', 'target': 'green, silver, and black fighter jet', 'tool': 'EMP'}","{'heading': '00', 'tool': 'EMP', 'target': 'fighter jet'}"
829,"{'heading': '155', 'target': 'brown, purple, and orange fighter jet', 'tool': 'EMP'}","{'heading': '155', 'tool': 'Engage', 'target': 'Engage'}"
830,"{'heading': '255', 'target': 'brown, green, and orange light aircraft', 'tool': 'machine gun'}","{'heading': '255', 'tool': 'Deploy machine gun', 'target': 'two five five'}"
831,"{'heading': '110', 'target': 'red and brown cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '110', 'tool': 'anti-air artillery', 'target': 'red and brown cargo aircraft heading one one zero, deploy anti - air artillery'}"
832,"{'heading': '195', 'target': 'white and silver missile', 'tool': 'surface-to-air missiles'}","{'heading': '15', 'tool': 'extreme prejudice', 'target': 'extreme prejudice'}"
833,"{'heading': '090', 'target': 'green light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '00', 'tool': 'electromagnetic pulse', 'target': 'green light aircraft'}"
834,"{'heading': '100', 'target': 'red light aircraft', 'tool': 'EMP'}","{'heading': '100', 'tool': 'EMP', 'target': 'red light aircraft'}"
835,"{'heading': '355', 'target': 'black and silver missile', 'tool': 'EMP'}","{'heading': '355', 'tool': 'Deploy EMP', 'target': 'black and silver missile'}"
836,"{'heading': '265', 'target': 'silver, white, and grey drone', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'deploy surface-to-air missiles', 'target': 'silver, white, and grey drone'}"
837,"{'heading': '005', 'target': 'silver, white, and green fighter jet', 'tool': 'EMP'}","{'heading': '005', 'tool': 'EMP', 'target': 'Engage target, silver, white, and green fighter jet'}"
838,"{'heading': '120', 'target': 'blue missile', 'tool': 'surface-to-air missiles'}","{'heading': '120', 'tool': 'a blue missile', 'target': 'a blue missile'}"
839,"{'heading': '325', 'target': 'green and brown camouflage commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '325', 'tool': 'Surface-to-air missiles', 'target': 'Surface - to - air missiles, lock on and engage the green and brown camouflage commercial aircraft'}"
840,"{'heading': '190', 'target': 'black light aircraft', 'tool': 'anti-air artillery'}","{'heading': '10', 'tool': 'anti-air artillery', 'target': 'black light aircraft'}"
841,"{'heading': '145', 'target': 'white and blue fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '145', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on white and blue fighter jet'}"
842,"{'heading': '250', 'target': 'blue fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '250', 'tool': 'electromagnetic pulse', 'target': 'fighter jet'}"
843,"{'heading': '205', 'target': 'purple fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '205', 'tool': 'Control tower', 'target': 'purple fighter jet'}"
844,"{'heading': '335', 'target': 'brown camouflage fighter plane', 'tool': 'EMP'}","{'heading': '335', 'tool': 'EMP', 'target': 'Engage, brown camouflage fighter plane'}"
845,"{'heading': '300', 'target': 'brown, grey, and white missile', 'tool': 'anti-air artillery'}","{'heading': '300', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
846,"{'heading': '260', 'target': 'red missile', 'tool': 'machine gun'}","{'heading': '260', 'tool': 'machine gun', 'target': 'red missile'}"
847,"{'heading': '335', 'target': 'green commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '335', 'tool': 'green commercial aircraft', 'target': 'green commercial aircraft'}"
848,"{'heading': '245', 'target': 'white, purple, and silver cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '245', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
849,"{'heading': '205', 'target': 'red and blue missile', 'tool': 'EMP'}","{'heading': '205', 'tool': 'EMP', 'target': 'red and blue missile'}"
850,"{'heading': '050', 'target': 'silver drone', 'tool': 'EMP'}","{'heading': '050', 'tool': 'EMP', 'target': 'Air defense turret, adjust heading to zero five zero, deploy EMP on the silver drone'}"
851,"{'heading': '225', 'target': 'green and white missile', 'tool': 'anti-air artillery'}","{'heading': '225', 'tool': 'Control tower to air defense turrets, deploy anti-air artillery', 'target': 'the green and white missile'}"
852,"{'heading': '330', 'target': 'white and black commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti-air artillery', 'target': 'white and black commercial aircraft'}"
853,"{'heading': '310', 'target': 'grey drone', 'tool': 'surface-to-air missiles'}","{'heading': '310', 'tool': 'surface-to-air missiles', 'target': 'grey drone'}"
854,"{'heading': '165', 'target': 'purple, orange, and grey fighter jet', 'tool': 'EMP'}","{'heading': '165', 'tool': '', 'target': 'Fire'}"
855,"{'heading': '250', 'target': 'silver drone', 'tool': 'drone catcher'}","{'heading': '250', 'tool': 'drone catcher', 'target': 'silver drone'}"
856,"{'heading': '330', 'target': 'silver, black, and blue helicopter', 'tool': 'EMP'}","{'heading': '330', 'tool': 'EMP tool', 'target': 'silver, black, and blue helicopter'}"
857,"{'heading': '205', 'target': 'black, white, and purple commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '205', 'tool': 'clearance to fire', 'target': 'black, white, and purple commercial aircraft'}"
858,"{'heading': '225', 'target': 'yellow, orange, and silver drone', 'tool': 'anti-air artillery'}","{'heading': '225', 'tool': 'Engage', 'target': 'Engage'}"
859,"{'heading': '060', 'target': 'red and brown drone', 'tool': 'electromagnetic pulse'}","{'heading': '060', 'tool': 'air defense turrets', 'target': 'air defense turrets'}"
860,"{'heading': '295', 'target': 'orange fighter plane', 'tool': 'machine gun'}","{'heading': '25', 'tool': 'machine gun', 'target': 'Engage orange fighter plane'}"
861,"{'heading': '065', 'target': 'blue and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'Control tower', 'target': 'blue and orange light aircraft'}"
862,"{'heading': '260', 'target': 'yellow and green missile', 'tool': 'machine gun'}","{'heading': '260', 'tool': 'machine gun', 'target': ''}"
863,"{'heading': '140', 'target': 'silver fighter plane', 'tool': 'machine gun'}","{'heading': '140', 'tool': 'machine gun', 'target': 'silver fighter plane'}"
864,"{'heading': '030', 'target': 'red and grey commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'anti-air artillery', 'target': ''}"
865,"{'heading': '180', 'target': 'silver and orange commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '180', 'tool': 'Prepare', 'target': 'silver and orange commercial aircraft'}"
866,"{'heading': '130', 'target': 'red, black, and silver fighter jet', 'tool': 'EMP'}","{'heading': '130', 'tool': 'Fire EMP', 'target': 'Fire EMP at red, black, and silver fighter jet'}"
867,"{'heading': '250', 'target': 'purple, black, and brown cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '250', 'tool': 'fire electromagnetic pulse', 'target': 'Turret Alpha'}"
